name,yellow,second_yellow,red,goals,assists,g/a,position,actual_team,actual_league,value,player_league,player_team,player_nationality,appearances,age
Armando Broja,,,,1.0,1.0,2.0,Delantero centro,,,,Premier League,Chelsea FC,Albania,12.0,21.0
Emile Smith Rowe,,,,0.0,2.0,2.0,Mediocentro ofensivo,,,,Premier League,Arsenal FC,Inglaterra,12.0,22.0
Victor Osimhen,,,,26.0,5.0,31.0,Delantero centro,SSC Nápoles,Serie A,110.0,Serie A,SSC Nápoles,Nigeria,32.0,24.0
Paulo Dybala,,,,12.0,7.0,19.0,Mediapunta,AS Roma,Serie A,25.0,Serie A,AS Roma,Argentina,25.0,29.0
Felipe Anderson,,,,9.0,6.0,15.0,Extremo derecho,,,,Serie A,SS Lazio,Brasil,38.0,30.0
Edin Dzeko,,,,9.0,4.0,13.0,Delantero centro,,,,Serie A,Inter de Milán,Bosnia y Herzegovina,33.0,37.0
Ciro Immobile,,,,12.0,5.0,17.0,Delantero centro,,,,Serie A,SS Lazio,Italia,31.0,33.0
Faitout Maouassa,,,,5.0,5.0,10.0,Lateral izquierdo,,,,Ligue 1,Montpellier HSC,Francia,33.0,24.0
Jérémy Doku,,,,6.0,2.0,8.0,Extremo izquierdo,Manchester City,Premier League,65.0,Ligue 1,Stade Rennais FC,Bélgica,29.0,21.0
Eric Maxim Choupo-Moting,,,,10.0,2.0,12.0,Delantero centro,,,,Bundesliga,Bayern Múnich,Camerún,19.0,34.0
Youssoufa Moukoko,,,,7.0,4.0,11.0,Delantero centro,Borussia Dortmund,Bundesliga,30.0,Bundesliga,Borussia Dortmund,Alemania,26.0,18.0
Linton Maina,,,,3.0,8.0,11.0,Extremo derecho,,,,Bundesliga,FC Colonia,Alemania,33.0,23.0
Philipp Förster,,,,3.0,9.0,12.0,Mediocentro ofensivo,,,,Bundesliga,VfL Bochum,Alemania,25.0,28.0
Ritsu Doan,,,,5.0,6.0,11.0,Extremo derecho,SC Friburgo,Bundesliga,18.0,Bundesliga,SC Friburgo,Japón,33.0,24.0
Darko Lazović,,,,4.0,6.0,10.0,Interior izquierdo,,,,Serie A,Hellas Verona,Serbia,30.0,32.0
Dany Mota,,,,5.0,4.0,9.0,Delantero centro,,,,Serie A,AC Monza,Portugal,29.0,25.0
Sandi Lovrić,,,,5.0,6.0,11.0,Mediocentro,,,,Serie A,Udinese,Eslovenia,37.0,25.0
Aleksey Miranchuk,,,,4.0,6.0,10.0,Mediocentro ofensivo,,,,Serie A,Torino FC,Rusia,29.0,27.0
David Okereke,,,,7.0,2.0,9.0,Delantero centro,,,,Serie A,US Cremonese,Nigeria,33.0,25.0
Luka Jović,,,,6.0,3.0,9.0,Delantero centro,,,,Serie A,Fiorentina,Serbia,31.0,25.0
Hugo Guillamón,,,,1.0,4.0,5.0,Pivote,,,,LaLiga,Valencia CF,España,25.0,23.0
Santi Comesaña,,,,3.0,2.0,5.0,Mediocentro,,,,LaLiga,Rayo Vallecano,España,35.0,26.0
Moi Gómez,,,,3.0,2.0,5.0,Extremo izquierdo,,,,LaLiga,CA Osasuna,España,33.0,28.0
Pablo Maffeo,,,,2.0,3.0,5.0,Lateral derecho,,,,LaLiga,RCD Mallorca,Argentina,35.0,25.0
Yannick Gerhardt,,,,6.0,4.0,10.0,Mediocentro,,,,Bundesliga,VfL Wolfsburgo,Alemania,29.0,29.0
Angeliño,,,,0.0,10.0,10.0,Lateral izquierdo,,,,Bundesliga,TSG 1899 Hoffenheim,España,33.0,26.0
Ihlas Bebou,,,,7.0,1.0,8.0,Delantero centro,,,,Bundesliga,TSG 1899 Hoffenheim,Togo,19.0,29.0
Kevin Behrens,,,,8.0,2.0,10.0,Delantero centro,,,,Bundesliga,1.FC Unión Berlín,Alemania,33.0,32.0
Kevin Stöger,,,,5.0,3.0,8.0,Mediocentro ofensivo,,,,Bundesliga,VfL Bochum,Austria,32.0,29.0
Nicola Sansone,,,,4.0,4.0,8.0,Extremo izquierdo,,,,Serie A,Bolonia,Italia,18.0,31.0
Jonathan Ikoné,,,,4.0,5.0,9.0,Extremo derecho,,,,Serie A,Fiorentina,Francia,33.0,25.0
Juanmi,,,,4.0,0.0,4.0,Extremo izquierdo,,,,LaLiga,Real Betis Balompié,España,22.0,30.0
Federico Dimarco,,,,4.0,5.0,9.0,Lateral izquierdo,Inter de Milán,Serie A,50.0,Serie A,Inter de Milán,Italia,33.0,25.0
Sandro Tonali,,,,2.0,7.0,9.0,Pivote,Newcastle United,Premier League,40.0,Serie A,AC Milan,Italia,34.0,23.0
Cyriel Dessers,,,,6.0,2.0,8.0,Delantero centro,,,,Serie A,US Cremonese,Nigeria,26.0,28.0
Matteo Pessina,,,,5.0,3.0,8.0,Mediocentro,AC Monza,Serie A,15.0,Serie A,AC Monza,Italia,35.0,26.0
Riccardo Saponara,,,,4.0,4.0,8.0,Mediocentro ofensivo,,,,Serie A,Fiorentina,Italia,29.0,31.0
Frank Anguissa,,,,3.0,5.0,8.0,Mediocentro,SSC Nápoles,Serie A,35.0,Serie A,SSC Nápoles,Camerún,36.0,27.0
Diego López,,,,3.0,1.0,4.0,Extremo izquierdo,,,,LaLiga,Valencia CF,España,10.0,21.0
Gianluca Caprari,,,,5.0,2.0,7.0,Mediapunta,,,,Serie A,AC Monza,Italia,37.0,29.0
Davide Zappacosta,,,,4.0,2.0,6.0,Interior derecho,,,,Serie A,Atalanta de Bérgamo,Italia,21.0,30.0
Nicolò Fagioli,,,,3.0,4.0,7.0,Mediocentro,Juventus de Turín,Serie A,15.0,Serie A,Juventus de Turín,Italia,26.0,22.0
Jérémie Boga,,,,2.0,5.0,7.0,Extremo izquierdo,OGC Niza,Ligue 1,15.0,Serie A,Atalanta de Bérgamo,Costa de Marfil,23.0,26.0
Assan Ceesay,,,,6.0,0.0,6.0,Delantero centro,,,,Serie A,US Lecce,Gambia,34.0,29.0
Pasquale Mazzocchi,,,,2.0,4.0,6.0,Lateral derecho,,,,Serie A,US Salernitana 1919,Italia,27.0,27.0
Nikola Moro,,,,1.0,5.0,6.0,Pivote,,,,Serie A,Bolonia,Croacia,26.0,25.0
Matheus Henrique,,,,4.0,1.0,5.0,Mediocentro,,,,Serie A,US Sassuolo,Brasil,30.0,25.0
Ante Rebic,,,,3.0,2.0,5.0,Extremo izquierdo,,,,Serie A,AC Milan,Croacia,23.0,29.0
Tyronne Ebuehi,,,,2.0,4.0,6.0,Lateral derecho,,,,Serie A,FC Empoli,Nigeria,26.0,27.0
Henrikh Mkhitaryan,,,,3.0,2.0,5.0,Mediocentro,,,,Serie A,Inter de Milán,Armenia,31.0,34.0
Alexis Saelemaekers,,,,2.0,3.0,5.0,Extremo derecho,,,,Serie A,AC Milan,Bélgica,30.0,23.0
Cyril Ngonge,,,,3.0,1.0,4.0,Extremo derecho,,,,Serie A,Hellas Verona,Bélgica,14.0,23.0
Yann Karamoh,,,,4.0,0.0,4.0,Extremo izquierdo,,,,Serie A,Torino FC,Francia,21.0,24.0
Ilija Nestorovski,,,,2.0,2.0,4.0,Delantero centro,,,,Serie A,Udinese,Macedonia del Norte,21.0,33.0
Erik Botheim,,,,1.0,3.0,4.0,Delantero centro,,,,Serie A,US Salernitana 1919,Noruega,28.0,23.0
Mehdi Bourabia,,,,1.0,3.0,4.0,Pivote,,,,Serie A,Spezia,Marruecos,37.0,31.0
Rémi Oudin,,,,3.0,0.0,3.0,Mediocentro ofensivo,,,,Serie A,US Lecce,Francia,31.0,26.0
Adolfo Gaich,,,,2.0,1.0,3.0,Delantero centro,,,,Serie A,Hellas Verona,Argentina,16.0,24.0
Gaetano Castrovilli,,,,2.0,1.0,3.0,Mediocentro,,,,Serie A,Fiorentina,Italia,15.0,26.0
Daniele Verde,,,,3.0,0.0,3.0,Extremo derecho,,,,Serie A,Spezia,Italia,25.0,26.0
Georginio Wijnaldum,,,,2.0,1.0,3.0,Mediocentro,,,,Serie A,AS Roma,Países Bajos,14.0,32.0
Matteo Darmian,,,,1.0,2.0,3.0,Lateral derecho,,,,Serie A,Inter de Milán,Italia,31.0,33.0
Aleksa Terzic,,,,1.0,2.0,3.0,Lateral izquierdo,,,,Serie A,Fiorentina,Serbia,22.0,23.0
Luka Lochoshvili,,,,1.0,2.0,3.0,Defensa central,,,,Serie A,US Cremonese,Georgia,25.0,24.0
Nicola Zalewski,,,,2.0,1.0,3.0,Interior izquierdo,AS Roma,Serie A,16.0,Serie A,AS Roma,Polonia,33.0,21.0
Pablo Galdames,,,,1.0,2.0,3.0,Mediocentro,,,,Serie A,US Cremonese,Chile,13.0,26.0
Hamed Junior Traorè,,,,0.0,3.0,3.0,Mediocentro ofensivo,SSC Nápoles,Serie A,18.0,Serie A,US Sassuolo,Costa de Marfil,11.0,22.0
Srdjan Babic,,,,3.0,0.0,3.0,Defensa central,,,,LaLiga,UD Almería,Serbia,34.0,27.0
César Montes,,,,3.0,0.0,3.0,Defensa central,,,,LaLiga,RCD Espanyol,México,20.0,26.0
Álex Fernández,,,,3.0,0.0,3.0,Mediocentro ofensivo,,,,LaLiga,Cádiz CF,España,28.0,30.0
Lorenzo Pirola,,,,2.0,0.0,2.0,Defensa central,,,,Serie A,US Salernitana 1919,Italia,26.0,21.0
Alessio Romagnoli,,,,2.0,0.0,2.0,Defensa central,SS Lazio,Serie A,15.0,Serie A,SS Lazio,Italia,34.0,28.0
Tommaso Pobega,,,,2.0,0.0,2.0,Mediocentro,,,,Serie A,AC Milan,Italia,19.0,23.0
Cristian Volpato,,,,1.0,1.0,2.0,Mediocentro ofensivo,,,,Serie A,AS Roma,Italia,7.0,19.0
Steffen Tigges,,,,6.0,1.0,7.0,Delantero centro,,,,Bundesliga,FC Colonia,Alemania,30.0,24.0
Lucas Höler,,,,5.0,2.0,7.0,Delantero centro,,,,Bundesliga,SC Friburgo,Alemania,26.0,28.0
Silas,,,,5.0,2.0,7.0,Extremo derecho,,,,Bundesliga,VfB Stuttgart,RD del Congo,30.0,24.0
Danilho Doekhi,,,,5.0,2.0,7.0,Defensa central,1.FC Unión Berlín,Bundesliga,17.0,Bundesliga,1.FC Unión Berlín,Países Bajos,25.0,24.0
Jakub Kaminski,,,,4.0,3.0,7.0,Extremo izquierdo,,,,Bundesliga,VfL Wolfsburgo,Polonia,31.0,20.0
Arne Maier,,,,5.0,1.0,6.0,Mediocentro,,,,Bundesliga,FC Augsburgo,Alemania,30.0,24.0
Frank Onyeka,,,,0.0,2.0,2.0,Mediocentro,,,,Premier League,Brentford FC,Nigeria,21.0,25.0
Antoine Semenyo,,,,1.0,0.0,1.0,Extremo derecho,,,,Premier League,AFC Bournemouth,Ghana,11.0,23.0
Alex Oxlade-Chamberlain,,,,1.0,0.0,1.0,Mediocentro,,,,Premier League,Liverpool FC,Inglaterra,9.0,29.0
Ellis Simms,,,,1.0,0.0,1.0,Delantero centro,,,,Premier League,Everton FC,Inglaterra,11.0,22.0
Dimitri Payet,,,,4.0,3.0,7.0,Mediocentro ofensivo,,,,Ligue 1,Olympique de Marsella,Francia,24.0,36.0
Ross Barkley,,,,4.0,2.0,6.0,Mediocentro,,,,Ligue 1,OGC Niza,Inglaterra,27.0,29.0
Abdallah Sima,,,,5.0,2.0,7.0,Extremo derecho,,,,Ligue 1,Angers SCO,Senegal,34.0,21.0
Hugo Ekitiké,,,,3.0,4.0,7.0,Delantero centro,París Saint-Germain FC,Ligue 1,15.0,Ligue 1,París Saint-Germain FC,Francia,25.0,20.0
Wilson Odobert,,,,4.0,2.0,6.0,Extremo izquierdo,,,,Ligue 1,ESTAC Troyes,Francia,32.0,18.0
Carlos Soler,,,,3.0,3.0,6.0,Mediocentro,París Saint-Germain FC,Ligue 1,20.0,Ligue 1,París Saint-Germain FC,España,26.0,26.0
Pontus Jansson,,,,1.0,0.0,1.0,Defensa central,,,,Premier League,Brentford FC,Suecia,12.0,32.0
Pierre-Emerick Aubameyang,,,,1.0,0.0,1.0,Delantero centro,,,,Premier League,Chelsea FC,Gabón,15.0,33.0
Marc Albrighton,,,,1.0,0.0,1.0,Interior derecho,,,,Premier League,Leicester City,Inglaterra,6.0,33.0
Mohamed Bayo,,,,4.0,1.0,5.0,Delantero centro,,,,Ligue 1,LOSC Lille,Guinea,27.0,24.0
Billal Brahimi,,,,3.0,2.0,5.0,Extremo izquierdo,,,,Ligue 1,OGC Niza,Argelia,26.0,23.0
Fabián Ruiz,,,,3.0,2.0,5.0,Mediocentro,París Saint-Germain FC,Ligue 1,30.0,Ligue 1,París Saint-Germain FC,España,27.0,27.0
Amine Salama,,,,3.0,1.0,4.0,Delantero centro,,,,Ligue 1,Angers SCO,Francia,25.0,22.0
Mathias Pereira Lage,,,,2.0,2.0,4.0,Interior izquierdo,,,,Ligue 1,Stade Brestois 29,Francia,24.0,26.0
Théo Le Bris,,,,2.0,2.0,4.0,Interior izquierdo,,,,Ligue 1,FC Lorient,Francia,27.0,20.0
Ismaily,,,,2.0,2.0,4.0,Lateral izquierdo,,,,Ligue 1,LOSC Lille,Brasil,23.0,33.0
Kamory Doumbia,,,,2.0,2.0,4.0,Mediocentro ofensivo,,,,Ligue 1,Stade de Reims,Malí,26.0,20.0
Mathias Autret,,,,2.0,2.0,4.0,Mediocentro ofensivo,,,,Ligue 1,AJ Auxerre,Francia,23.0,32.0
Stevan Jovetic,,,,4.0,2.0,6.0,Delantero centro,,,,Bundesliga,Hertha Berlín,Montenegro,17.0,33.0
Christopher Trimmel,,,,0.0,6.0,6.0,Lateral derecho,,,,Bundesliga,1.FC Unión Berlín,Austria,25.0,36.0
Denis Huseinbasic,,,,4.0,1.0,5.0,Mediocentro,,,,Bundesliga,FC Colonia,Alemania,24.0,21.0
Weston McKennie,,,,1.0,1.0,2.0,Mediocentro,Juventus de Turín,Serie A,23.0,Serie A,Juventus de Turín,Estados Unidos,15.0,24.0
Nicolas Haas,,,,1.0,1.0,2.0,Mediocentro,,,,Serie A,FC Empoli,Suiza,24.0,27.0
Stanislav Lobotka,,,,1.0,1.0,2.0,Pivote,SSC Nápoles,Serie A,35.0,Serie A,SSC Nápoles,Eslovaquia,38.0,28.0
Paolo Ghiglione,,,,1.0,1.0,2.0,Lateral derecho,,,,Serie A,US Cremonese,Italia,15.0,26.0
Jesé,,,,1.0,1.0,2.0,Extremo izquierdo,,,,Serie A,UC Sampdoria,España,11.0,30.0
Arkadiusz Reca,,,,1.0,1.0,2.0,Lateral izquierdo,,,,Serie A,Spezia,Polonia,30.0,27.0
Gianluca Gaetano,,,,1.0,1.0,2.0,Mediocentro ofensivo,,,,Serie A,SSC Nápoles,Italia,8.0,23.0
Noussair Mazraoui,,,,1.0,4.0,5.0,Lateral derecho,Bayern Múnich,Bundesliga,30.0,Bundesliga,Bayern Múnich,Marruecos,19.0,25.0
Erhan Masovic,,,,4.0,0.0,4.0,Defensa central,,,,Bundesliga,VfL Bochum,Serbia,29.0,24.0
Luca Waldschmidt,,,,4.0,0.0,4.0,Delantero centro,,,,Bundesliga,VfL Wolfsburgo,Alemania,18.0,27.0
Alphonso Davies,,,,1.0,4.0,5.0,Lateral izquierdo,Bayern Múnich,Bundesliga,70.0,Bundesliga,Bayern Múnich,Canadá,26.0,22.0
Patrik Schick,,,,3.0,1.0,4.0,Delantero centro,Bayer 04 Leverkusen,Bundesliga,22.0,Bundesliga,Bayer 04 Leverkusen,República Checa,14.0,27.0
Matthijs de Ligt,,,,3.0,1.0,4.0,Defensa central,Bayern Múnich,Bundesliga,65.0,Bundesliga,Bayern Múnich,Países Bajos,31.0,23.0
Matt Doherty,,,,1.0,0.0,1.0,Lateral derecho,,,,Premier League,Tottenham Hotspur,Irlanda,12.0,31.0
Arnaut Danjuma,,,,1.0,0.0,1.0,Extremo izquierdo,,,,Premier League,Tottenham Hotspur,Países Bajos,9.0,26.0
Arnaut Danjuma,,,,2.0,0.0,2.0,Extremo izquierdo,,,,LaLiga,Villarreal CF,Países Bajos,10.0,25.0
Anthony Elanga,,,,0.0,1.0,1.0,Extremo izquierdo,,,,Premier League,Manchester United,Suecia,16.0,21.0
Joel Matip,,,,1.0,0.0,1.0,Defensa central,,,,Premier League,Liverpool FC,Camerún,14.0,31.0
Noni Madueke,,,,1.0,0.0,1.0,Extremo derecho,,,,Premier League,Chelsea FC,Inglaterra,12.0,21.0
Manuel Lanzini,,,,1.0,0.0,1.0,Mediocentro ofensivo,,,,Premier League,West Ham United,Argentina,10.0,30.0
Yan Couto,,,,1.0,2.0,3.0,Lateral derecho,,,,LaLiga,Girona FC,Brasil,25.0,21.0
Álvaro Negredo,,,,1.0,2.0,3.0,Delantero centro,,,,LaLiga,Cádiz CF,España,21.0,37.0
Samú Costa,,,,1.0,2.0,3.0,Pivote,,,,LaLiga,UD Almería,Portugal,32.0,22.0
Mohamed-Ali Cho,,,,1.0,2.0,3.0,Delantero centro,,,,LaLiga,Real Sociedad,Francia,19.0,19.0
Badredine Bouanani,,,,0.0,4.0,4.0,Extremo derecho,,,,Ligue 1,OGC Niza,Argelia,19.0,18.0
Lebo Mothiba,,,,3.0,0.0,3.0,Delantero centro,,,,Ligue 1,Racing Club de Estrasburgo,Sudáfrica,19.0,27.0
Iké Ugbo,,,,2.0,1.0,3.0,Delantero centro,,,,Ligue 1,ESTAC Troyes,Canadá,25.0,24.0
Rayan Raveloson,,,,2.0,1.0,3.0,Pivote,,,,Ligue 1,AJ Auxerre,Madagascar,34.0,26.0
Adam Ounas,,,,1.0,2.0,3.0,Extremo derecho,,,,Ligue 1,LOSC Lille,Argelia,21.0,26.0
Myron Boadu,,,,3.0,0.0,3.0,Delantero centro,,,,Ligue 1,AS Mónaco,Países Bajos,12.0,22.0
Moussa Dembélé,,,,3.0,0.0,3.0,Delantero centro,,,,Ligue 1,Olympique de Lyon,Francia,23.0,26.0
Ado Onaiwu,,,,2.0,1.0,3.0,Delantero centro,,,,Ligue 1,Toulouse FC,Japón,34.0,27.0
Abdu Conté,,,,1.0,2.0,3.0,Lateral izquierdo,,,,Ligue 1,ESTAC Troyes,Portugal,19.0,25.0
Arbër Zeneli,,,,0.0,3.0,3.0,Extremo izquierdo,,,,Ligue 1,Stade de Reims,Kosovo,23.0,28.0
Nordi Mukiele,,,,0.0,3.0,3.0,Lateral derecho,París Saint-Germain FC,Ligue 1,12.0,Ligue 1,París Saint-Germain FC,Francia,19.0,25.0
Gerson,,,,2.0,0.0,2.0,Mediocentro,,,,Ligue 1,Olympique de Marsella,Brasil,10.0,25.0
Montassar Talbi,,,,1.0,2.0,3.0,Defensa central,,,,Ligue 1,FC Lorient,Túnez,38.0,25.0
Halid Sabanovic,,,,2.0,0.0,2.0,Lateral derecho,,,,Ligue 1,Angers SCO,Bosnia y Herzegovina,15.0,23.0
Warren Zaïre-Emery,,,,2.0,0.0,2.0,Mediocentro,París Saint-Germain FC,Ligue 1,60.0,Ligue 1,París Saint-Germain FC,Francia,26.0,17.0
Yasser Larouci,,,,1.0,1.0,2.0,Lateral izquierdo,,,,Ligue 1,ESTAC Troyes,Argelia,30.0,22.0
Amin Sarr,,,,1.0,1.0,2.0,Delantero centro,,,,Ligue 1,Olympique de Lyon,Suecia,13.0,22.0
Jeffinho,,,,1.0,1.0,2.0,Extremo izquierdo,,,,Ligue 1,Olympique de Lyon,Brasil,9.0,23.0
Jérémie Bela,,,,1.0,1.0,2.0,Extremo izquierdo,,,,Ligue 1,Clermont Foot 63,Angola,19.0,30.0
Enzo Tchato,,,,1.0,1.0,2.0,Lateral derecho,,,,Ligue 1,Montpellier HSC,Camerún,21.0,20.0
Angelo Fulgini,,,,1.0,1.0,2.0,Mediocentro ofensivo,,,,Ligue 1,RC Lens,Francia,17.0,26.0
Angelo Fulgini,,,,0.0,1.0,1.0,Mediocentro ofensivo,,,,Bundesliga,1.FSV Mainz 05,Francia,16.0,26.0
Yusuf Yazıcı,,,,1.0,1.0,2.0,Mediocentro ofensivo,LOSC Lille,Ligue 1,10.0,Ligue 1,LOSC Lille,Turquía,4.0,25.0
Yoann Cathline,,,,1.0,1.0,2.0,Extremo izquierdo,,,,Ligue 1,FC Lorient,Francia,23.0,20.0
Théo Sainte-Luce,,,,1.0,1.0,2.0,Lateral izquierdo,,,,Ligue 1,Montpellier HSC,Francia,9.0,24.0
Moussa Diarra,,,,0.0,2.0,2.0,Defensa central,,,,Ligue 1,Toulouse FC,Malí,23.0,22.0
Mitchell van Bergen,,,,0.0,2.0,2.0,Extremo izquierdo,,,,Ligue 1,Stade de Reims,Países Bajos,28.0,23.0
Gaëtan Charbonnier,,,,1.0,0.0,1.0,Delantero centro,,,,Ligue 1,AJ Auxerre,Francia,6.0,33.0
Siriné Doucouré,,,,0.0,2.0,2.0,Delantero centro,,,,Ligue 1,FC Lorient,Malí,12.0,21.0
Lilian Raolisoa,,,,1.0,0.0,1.0,Lateral derecho,,,,Ligue 1,Angers SCO,Francia,7.0,22.0
Quentin Boisgard,,,,1.0,0.0,1.0,Mediocentro ofensivo,,,,Ligue 1,FC Lorient,Francia,5.0,25.0
Yuito Suzuki,,,,1.0,0.0,1.0,Delantero centro,,,,Ligue 1,Racing Club de Estrasburgo,Japón,3.0,21.0
Andrea Belotti,,,,0.0,2.0,2.0,Delantero centro,,,,Serie A,AS Roma,Italia,31.0,29.0
Álvaro Rodríguez,,,,1.0,1.0,2.0,Delantero centro,,,,LaLiga,Real Madrid CF,Uruguay,6.0,18.0
Fodé Ballo-Touré,,,,1.0,0.0,1.0,Lateral izquierdo,,,,Serie A,AC Milan,Senegal,10.0,26.0
Zlatan Ibrahimović,,,,1.0,0.0,1.0,Delantero centro,,,,Serie A,AC Milan,Suecia,4.0,41.0
Éderson,,,,1.0,1.0,2.0,Mediocentro,Atalanta de Bérgamo,Serie A,27.0,Serie A,Atalanta de Bérgamo,Brasil,35.0,23.0
Emil Konradsen Ceide,,,,0.0,2.0,2.0,Extremo izquierdo,,,,Serie A,US Sassuolo,Noruega,19.0,21.0
Petar Stojanović,,,,0.0,2.0,2.0,Lateral derecho,,,,Serie A,FC Empoli,Eslovenia,27.0,27.0
Luka Romero,,,,1.0,0.0,1.0,Extremo derecho,,,,Serie A,SS Lazio,Argentina,6.0,18.0
Isco,,,,0.0,2.0,2.0,Mediocentro ofensivo,,,,LaLiga,Sevilla FC,España,12.0,30.0
Iñigo Eguaras,,,,1.0,1.0,2.0,Pivote,,,,LaLiga,UD Almería,España,25.0,31.0
Luca de la Torre,,,,0.0,2.0,2.0,Mediocentro,,,,LaLiga,RC Celta de Vigo,Estados Unidos,28.0,25.0
Cristian Buonaiuto,,,,1.0,0.0,1.0,Extremo izquierdo,,,,Serie A,US Cremonese,Italia,29.0,30.0
Janis Antiste,,,,1.0,0.0,1.0,Delantero centro,,,,Serie A,US Sassuolo,Francia,2.0,20.0
Matías Soulé,,,,1.0,0.0,1.0,Extremo derecho,Frosinone Calcio,Serie A,25.0,Serie A,Juventus de Turín,Argentina,13.0,20.0
Tolgay Arslan,,,,1.0,0.0,1.0,Mediocentro,,,,Serie A,Udinese,Alemania,36.0,32.0
Alfred Duncan,,,,1.0,0.0,1.0,Mediocentro,,,,Serie A,Fiorentina,Ghana,25.0,30.0
Mattia Destro,,,,1.0,0.0,1.0,Delantero centro,,,,Serie A,FC Empoli,Italia,17.0,32.0
José Luis Palomino,,,,1.0,0.0,1.0,Defensa central,,,,Serie A,Atalanta de Bérgamo,Argentina,15.0,33.0
Myziane Maolida,,,,1.0,0.0,1.0,Extremo izquierdo,,,,Ligue 1,Stade de Reims,Comoras,9.0,24.0
Ante Palaversa,,,,1.0,0.0,1.0,Mediocentro,,,,Ligue 1,ESTAC Troyes,Croacia,2.0,23.0
Mattia Viti,,,,1.0,0.0,1.0,Defensa central,,,,Ligue 1,OGC Niza,Italia,9.0,21.0
Sacha Delaye,,,,1.0,0.0,1.0,Mediocentro ofensivo,,,,Ligue 1,Montpellier HSC,Francia,3.0,20.0
Shon Weissman,,,,1.0,0.0,1.0,Delantero centro,,,,LaLiga,Real Valladolid CF,Israel,15.0,26.0
Merih Demiral,,,,1.0,0.0,1.0,Defensa central,,,,Serie A,Atalanta de Bérgamo,Turquía,28.0,25.0
Christian Gytkjaer,,,,1.0,0.0,1.0,Delantero centro,,,,Serie A,AC Monza,Dinamarca,22.0,33.0
Stefan de Vrij,,,,1.0,0.0,1.0,Defensa central,,,,Serie A,Inter de Milán,Países Bajos,27.0,31.0
Samuele Vignato,,,,0.0,1.0,1.0,Mediocentro ofensivo,,,,Serie A,AC Monza,Italia,5.0,19.0
Mike Maignan,,,,0.0,1.0,1.0,Portero,AC Milan,Serie A,45.0,Serie A,AC Milan,Francia,22.0,27.0
Matteo Ruggeri,,,,0.0,1.0,1.0,Interior izquierdo,Atalanta de Bérgamo,Serie A,15.0,Serie A,Atalanta de Bérgamo,Italia,15.0,20.0
Edoardo Bove,,,,1.0,0.0,1.0,Mediocentro,AS Roma,Serie A,15.0,Serie A,AS Roma,Italia,22.0,21.0
Lorenzo Venuti,,,,0.0,1.0,1.0,Lateral derecho,,,,Serie A,Fiorentina,Italia,17.0,28.0
Petko Hristov,,,,0.0,1.0,1.0,Defensa central,,,,Serie A,Spezia,Bulgaria,9.0,23.0
Andrea Barberis,,,,0.0,1.0,1.0,Pivote,,,,Serie A,AC Monza,Italia,9.0,29.0
Michele Di Gregorio,,,,0.0,1.0,1.0,Portero,,,,Serie A,AC Monza,Italia,37.0,25.0
Jodel Dossou,,,,1.0,0.0,1.0,Extremo derecho,,,,Ligue 1,Clermont Foot 63,Benín,9.0,30.0
Aïman Maurer,,,,0.0,1.0,1.0,Mediocentro ofensivo,,,,Ligue 1,Clermont Foot 63,Marruecos,10.0,18.0
Jaouen Hadjam,,,,0.0,1.0,1.0,Lateral izquierdo,,,,Ligue 1,FC Nantes,Argelia,13.0,20.0
Antoine Mendy,,,,0.0,1.0,1.0,Lateral derecho,,,,Ligue 1,OGC Niza,Francia,11.0,19.0
Cédric Bakambu,,,,0.0,1.0,1.0,Delantero centro,,,,Ligue 1,Olympique de Marsella,RD del Congo,3.0,31.0
Edan Diop,,,,1.0,0.0,1.0,Mediocentro,,,,Ligue 1,AS Mónaco,Francia,7.0,18.0
Thibault De Smet,,,,0.0,1.0,1.0,Lateral izquierdo,,,,Ligue 1,Stade de Reims,Bélgica,22.0,24.0
Nordine Kandil,,,,0.0,1.0,1.0,Mediocentro ofensivo,,,,Ligue 1,Racing Club de Estrasburgo,Marruecos,7.0,21.0
Alexandre Coeff,,,,0.0,1.0,1.0,Defensa central,,,,Ligue 1,AJ Auxerre,Francia,7.0,30.0
Henrique Silva,,,,0.0,1.0,1.0,Lateral izquierdo,,,,Ligue 1,Olympique de Lyon,Brasil,7.0,29.0
Bartlomiej Dragowski,,,,0.0,1.0,1.0,Portero,,,,Serie A,Spezia,Polonia,34.0,25.0
Kevin Agudelo,,,,0.0,1.0,1.0,Mediocentro ofensivo,,,,Serie A,Spezia,Colombia,34.0,24.0
Luca D'Andrea,,,,0.0,1.0,1.0,Extremo derecho,,,,Serie A,US Sassuolo,Italia,5.0,18.0
Junior Sambia,,,,0.0,1.0,1.0,Lateral derecho,,,,Serie A,US Salernitana 1919,Francia,22.0,26.0
Ciprian Tătărușanu,,,,0.0,1.0,1.0,Portero,,,,Serie A,AC Milan,Rumania,16.0,37.0
Charles De Ketelaere,,,,0.0,1.0,1.0,Mediocentro ofensivo,Atalanta de Bérgamo,Serie A,25.0,Serie A,AC Milan,Bélgica,32.0,22.0
Raoul Bellanova,,,,0.0,1.0,1.0,Interior derecho,,,,Serie A,Inter de Milán,Italia,18.0,23.0
Michele Castagnetti,,,,0.0,1.0,1.0,Pivote,,,,Serie A,US Cremonese,Italia,27.0,33.0
Niklas Pyyhtiä,,,,0.0,1.0,1.0,Mediocentro,,,,Serie A,Bolonia,Finlandia,6.0,19.0
